Artikelnummer (AR+[ID])	Artikelnummer Systemfremd	Artikelgruppe	Artikelname Vermietung	Artikelkurzbeschreibung Vermietung	Vermietpreis Min	Vermietpreis Soll	Vermietpreis UVP	Artikelname Verkauf	Artikelkurzbeschreibung Verkauf	Herstellerfirma	Verkaufpreis Min	Verkaufpreis Soll	Verkaufpreis UVP	ArtikelSeriennummer	Anzahl Equipments	Anzahl eigene Equipments	Anzahl fremde Equipments	Anzahl in Werkstatt	Anzahl verkauft	EK netto	Anmietpreis	Höhe [mm]	Breite [mm]	Länge [mm]	Gewicht [kg]	Anschlussleistung [W]	
AR357	 - 	Personaltagessätze	Tagesgeld  Spesen Tiukanko	Tagesgeld  Spesen	 - 	25	 - 	Tagesgeld  Spesen	Tagesgeld  Spesen	NULL	 - 	25	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR358	 - 	Personaltagessätze	Fahrer	Fahrer	 - 	60	 - 	Fahrer	Fahrer	NULL	 - 	60	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR362	 - 	Personaltagessätze	500,00 in Bar erhalten	Anzahlung in Höhe von 500,00 in Bar erhalten	 - 	 - 	 - 	500,00 in Bar erhalten	Anzahlung in Höhe von 500,00 in Bar erhalten	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR366	 - 	Personaltagessätze	Kaution 100,00	 - 	 - 	 - 	 - 	Kaution 100,00	 - 	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR380	Tagesgeld/ Spesen	Personaltagessätze	Tagesgeld/ Spesen	Tagesgeld/ Spesen	 - 	25	 - 	Tagesgeld/ Spesen	Tagesgeld/ Spesen	NULL	 - 	 - 	 - 	 - 	20	20	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR393	Unterkunft für Personal	Personaltagessätze	Unterkunft für Personal	Unterkunft für Personal	 - 	 - 	 - 	Unterkunft für Personal	Unterkunft für Personal	NULL	 - 	 - 	 - 	 - 	10	0	10	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR397	 - 	Personaltagessätze	Studio-tontechniker	Studio-tontechniker	 - 	300	 - 	Studio-tontechniker	Studio-tontechniker	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR411	 - 	Personaltagessätze	Musikalische Begleitung des Events	Musikalische Begleitung des Events	 - 	 - 	 - 	Musikalische Begleitung des Events	Musikalische Begleitung des Events	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	1000	 - 	 - 	 - 	 - 	0.000	0
AR415	 - 	Personaltagessätze	Musikalische Begleitung. Künstler-DJ	Musikalische Begleitung. Künstler-DJ	 - 	400	600	Musikalische Begleitung. Künstler-DJ	Musikalische Begleitung. Künstler-DJ	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	400	 - 	 - 	 - 	 - 	0.000	0
AR505	 - 	Personaltagessätze	Personal KomplettService	Personal KomplettService	 - 	500,00	 - 	Personal KomplettService	Personal KomplettService	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	500,00	 - 	 - 	 - 	 - 	0.000	0
AR507	 - 	Personaltagessätze	DJ Internationale Music	DJ Internationale Music	 - 	500,00	 - 	DJ Internationale Music	DJ Internationale Music	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR508	 - 	Personaltagessätze	Gesang Männlich ( Gitarre)	Gesang Männlich ( Gitarre)	 - 	 - 	 - 	Gesang Männlich ( Gitarre)	Gesang Männlich ( Gitarre)	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR509	 - 	Personaltagessätze	Gesang Weiblich	Gesang Weiblich	 - 	 - 	 - 	Gesang Weiblich	Gesang Weiblich	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR510	 - 	Personaltagessätze	Keyboard/ Synthesizer Spieler	Keyboard/ Synthesizer Spieler	 - 	400	 - 	Keyboard/ Synthesizer Spieler	Keyboard/ Synthesizer Spieler	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR511	 - 	Personaltagessätze	Drummer	Drummer	 - 	400	 - 	Drummer	Drummer	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR513	 - 	Personaltagessätze	Saxophonist	Saxophonist	 - 	5000	 - 	Saxophonist	Saxophonist	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR222	 - 	Recording	Motu STAGE-B16	Motu STAGE-B16 Sampleraten 	44.1, 48, 88.2, 96, 176.4, 192 kHz Mikrofon-Eingänge 	 16x XLRMikrofoneingänge Vorverstärkung: 0 bis 63 dB (digital gesteuert) Analoge Ausgänge 	 8x XLR Line-Ausgänge Max. Pegel: +20 dBu (digitale Aussteuerung von -4 bis +20 dB) 1x Kopfhöreranschluss	 - 	80	 - 	Motu STAGE-B16	Motu STAGE-B16 Sampleraten 	44.1, 48, 88.2, 96, 176.4, 192 kHz Mikrofon-Eingänge 	 16x XLRMikrofoneingänge Vorverstärkung: 0 bis 63 dB (digital gesteuert) Analoge Ausgänge 	 8x XLR Line-Ausgänge Max. Pegel: +20 dBu (digitale Aussteuerung von -4 bis +20 dB) 1x Kopfhöreranschluss	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR396	 - 	Recording	Notebook Windows betr. oder OSX	Notebook Windows betr. oder OSX	 - 	40	 - 	Notbook Windows betr. oder OSX	Notbook Windows betr. oder OSX	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR399	 - 	Recording	Mastering ***	Mastering 	 - 	200	 - 	Mastering 	Mastering 	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR541	 - 	Recording	Motu M6	Für Mac, PC & iOS Geräte 6 Mikrofon- / Line- / Hi-Z-Gitarreneingänge mit Kombibuchsen     4x Mikrofon/Line/Hi-Z-Gitarreneingänge     2x symmetrische Klinkeneingänge     4x symmetrische Klinkenausgänge     2x Stereo-Kopfhörer mit unabhängiger Lautstärkeregelung     1x MIDI-Eingang/Ausgang     1x USB-C (kompatibel mit Typ A)  	 - 	20	 - 	Motu M6	Für Mac, PC & iOS Geräte 6 Mikrofon- / Line- / Hi-Z-Gitarreneingänge mit Kombibuchsen     4x Mikrofon/Line/Hi-Z-Gitarreneingänge     2x symmetrische Klinkeneingänge     4x symmetrische Klinkenausgänge     2x Stereo-Kopfhörer mit unabhängiger Lautstärkeregelung     1x MIDI-Eingang/Ausgang     1x USB-C (kompatibel mit Typ A) 	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR60	 - 	Rigging	Electris Chainhoist 1000 KG Verlinde SR D8	Rigging Motor 1000 kg.  D820 Meter KetteCEE 4 PINS - 380 Volt	50	65	85	Electris Chainhoist 1000 KG Verlinde SR D8	Rigging Motor 1000 kg.  D820 Meter KetteCEE 4 PINS - 380 Volt	NULL	 - 	 - 	 - 	 - 	20	20	0	0	0	 - 	 - 	60	50	50	70.000	0
AR240	 - 	Rigging	 Sling steel 1000kg 1,0mtr working	 Sling steel 1000kg 1,0mtr working	 - 	2	 - 	 Sling steel 1000kg 1,0mtr working	 Sling steel 1000kg 1,0mtr working	NULL	 - 	24,00	 - 	 - 	6	6	0	0	0	14,90	 - 	 - 	 - 	 - 	0.000	0
AR241	 - 	Rigging	Saveking® 4mm 0,6mtr Chainlink Max	Saveking® 4mm 0,6mtr Chainlink Max	 - 	0,50	 - 	Saveking® 4mm 0,6mtr Chainlink Max	Saveking® 4mm 0,6mtr Chainlink Max	NULL	 - 	12	 - 	 - 	10	0	10	0	0	7,90	 - 	 - 	 - 	 - 	0.000	0
AR291	 - 	Rigging	Yale Handkettenzug 1,0t/10m Hub, Towerlift ES 	Yale Handkettenzug 1,0t/10m Hub, Towerlift ES - auch als Kletterzug einsetzbar, inkl. Kettensack	 - 	 - 	 - 	Yale Handkettenzug 1,0t/10m Hub, Towerlift ES 	Yale Handkettenzug 1,0t/10m Hub, Towerlift ES - auch als Kletterzug einsetzbar, inkl. Kettensack	NULL	 - 	 - 	 - 	 - 	4	4	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR320	 - 	Rigging	Stahlbetongewicht fur MPT Base, ca.100kg	Stahlbetongewicht fur MPT Base, ca.100kg	 - 	 - 	 - 	Stahlbetongewicht fur MPT Base, ca.100kg	Stahlbetongewicht fur MPT Base, ca.100kg	NULL	 - 	 - 	 - 	 - 	14	0	14	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR327	 - 	Rigging	Rednerpult für Konferenzen, Seminare und tagungen	Rednerpult für Konferenzen, Seminare und tagungen	 - 	50,00	 - 	Rednerpult für Konferenzen, Seminare und tagungen	Rednerpult für Konferenzen, Seminare und tagungen	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR144	 - 	Scheinwerfer - Fluter	EUROLITE Audience Blinder 2xPAR-36 DMX sw	EUROLITE Audience Blinder 2xPAR-36 DMX sw	10	10	20	EUROLITE Audience Blinder 2xPAR-36 DMX sw	EUROLITE Audience Blinder 2xPAR-36 DMX sw	NULL	 - 	 - 	 - 	 - 	12	12	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR200	 - 	Scheinwerfer - Fluter	Audience Blinder,4xPAR-36,alu	Für 4 PAR 36 Lampen Jede Lampe ist einzeln auf eine innenliegende Lüsterklemme geführt, so dass sich leicht beliebige Lampenversionen verdrahten lassen Extreme und blitzschnelle Lichtentfaltung Horizontal verstellbare Lampenreihen eröffnen neue Möglichkeiten 	10	15	20	Audience Blinder,4xPAR-36,alu	Für 4 PAR 36 Lampen Jede Lampe ist einzeln auf eine innenliegende Lüsterklemme geführt, so dass sich leicht beliebige Lampenversionen verdrahten lassen Extreme und blitzschnelle Lichtentfaltung Horizontal verstellbare Lampenreihen eröffnen neue Möglichkeiten 	NULL	 - 	 - 	 - 	 - 	20	20	0	0	0	 - 	 - 	100	430	430	5.000	2000
AR234	 - 	Scheinwerfer - Fluter	EUROLITE LED THA-120PC Theater-Spot	EUROLITE LED THA-120PC Theater-Spot	 - 	20	 - 	EUROLITE LED THA-120PC Theater-Spot	EUROLITE LED THA-120PC Theater-Spot	NULL	 - 	380	 - 	 - 	2	0	2	0	0	333.00	 - 	306	256	370	5.850	0
AR299	 - 	Scheinwerfer - Fluter	Stufenlinsenscheinwerfer 1kW Arri ST1	Stufenlinsenscheinwerfer 1kW Arri ST1 p.o., schwarz Torblende fu&#776;r Arri ST1 Stufenlinsen Farbfilterrahmen fu&#776;r Arri ST1 & Studio 1000 Stufenlinsen Pipeclamp 48-50mm fu&#776;r 28mm TV-Zapfen, Typ Avenger C350 / LTHC350NBK Transportwagen fu&#776;r Stufenlinsen	 - 	 - 	 - 	Stufenlinsenscheinwerfer 1kW Arri ST1	Stufenlinsenscheinwerfer 1kW Arri ST1 p.o., schwarz Torblende fu&#776;r Arri ST1 Stufenlinsen Farbfilterrahmen fu&#776;r Arri ST1 & Studio 1000 Stufenlinsen Pipeclamp 48-50mm fu&#776;r 28mm TV-Zapfen, Typ Avenger C350 / LTHC350NBK Transportwagen fu&#776;r Stufenlinsen	NULL	 - 	 - 	 - 	 - 	8	8	0	0	0	 - 	 - 	330	395	390	6.000	0
AR302	 - 	Scheinwerfer - Fluter	SGM Q2 LED-FLuter, RGBW, IP55,	SGM Q2 LED-FLuter, RGBW, IP55, 110° (5pol DMX) Torblende inkl. Zubeho&#776;rhalter zu SGM Q2 LED-FLuter Omega Bracket mit Halbschelle fu&#776;r SGM Q2 Fangseil 5mm/100cm mit zwei unverlierbaren Kettenschnellverbindern Transportcase fu&#776;r acht SGM Q2	 - 	 - 	 - 	SGM Q2 LED-FLuter, RGBW, IP55,	SGM Q2 LED-FLuter, RGBW, IP55, 110° (5pol DMX) Torblende inkl. Zubeho&#776;rhalter zu SGM Q2 LED-FLuter Omega Bracket mit Halbschelle fu&#776;r SGM Q2 Fangseil 5mm/100cm mit zwei unverlierbaren Kettenschnellverbindern Transportcase fu&#776;r acht SGM Q2	NULL	 - 	 - 	 - 	 - 	8	0	8	0	0	 - 	 - 	223	334	105	6.000	0
AR406	 - 	Scheinwerfer - Fluter	LED Videoleuchte Dimmbare Flächenlicht 3200k-5600k	LED Videoleuchte Dimmbare Flächenlicht 3200k-5600k Farbtemperatur CRI 95 + Ultradünnes Licht mit LCD-Display Eingebaute 5000mA Lithium-Batterie für alle digitalen DSLR-Kameras und Camcorde 	7.5	10	15	LED Videoleuchte Dimmbare Flächenlicht 3200k-5600k	LED Videoleuchte Dimmbare Flächenlicht 3200k-5600k Farbtemperatur CRI 95 + Ultradünnes Licht mit LCD-Display Eingebaute 5000mA Lithium-Batterie für alle digitalen DSLR-Kameras und Camcorde 	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	30	190	270	7.900	0
AR446	 - 	Scheinwerfer - Fluter	Fluter Kobold FL250 250W, Black	Fluter Kobold FL250 250W, Black Leuchtmittel 250W Tageslicht, Sockel G12, 6000K TV-Zapfen 16mm mit M 10 Innengewinde Manfrotto Superclamp MA035 für 16mm TV-Zapfen, max. 15kg	8	10	12	Fluter Kobold FL250 250W, Black	Fluter Kobold FL250 250W, Black Leuchtmittel 250W Tageslicht, Sockel G12, 6000K TV-Zapfen 16mm mit M 10 Innengewinde Manfrotto Superclamp MA035 für 16mm TV-Zapfen, max. 15kg	NULL	 - 	 - 	 - 	 - 	44	0	44	0	0	 - 	 - 	 - 	 - 	 - 	3.500	0
AR537	 - 	Scheinwerfer - Fluter	American DJ UV FLOOD 36	12 x 3-Watt UV-LED (ca. 50.000 Betriebsstunden) - 3 Betriebsmodi: Musiksteuerungs- und DMX-Modus sowie Dimmer Mode - Abstrahlwinkel: 57 Grad	15	20	25	American DJ UV FLOOD 36	12 x 3-Watt UV-LED (ca. 50.000 Betriebsstunden) - 3 Betriebsmodi: Musiksteuerungs- und DMX-Modus sowie Dimmer Mode - Abstrahlwinkel: 57 Grad	NULL	 - 	 - 	 - 	 - 	4	4	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR39	 - 	Scheinwerfer - Verfolger	ClayPaky SHADOW QS-LT 1200w	4 DMX 512 control channels DMX signal connection: 5 pole XLR input and output Digital serial input RS232/423(PMX) 0-10V analog input	 - 	100	 - 	ClayPaky SHADOW QS-LT 1200w	4 DMX 512 control channels DMX signal connection: 5 pole XLR input and output Digital serial input RS232/423(PMX) 0-10V analog input	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	445	435	1715	38.000	1200
AR31	 - 	Scheinwerfer Analog	Euro lite Par36-FL 4x650w	Spannungsversorgung:	230 V AC, 50 Hz Einschaltdauer:	3 Minuten Abkühlzeit:	3 Minuten Maße (L x B x H):	110 x 475 x 515 mm Gewicht:	5 kg Gesamtanschlusswert:	2600 W Lampenart:	Halogenlampe	15	20	30	Euro lite Par36-FL 4x650w	Spannungsversorgung:	230 V AC, 50 Hz Einschaltdauer:	3 Minuten Abkühlzeit:	3 Minuten Maße (L x B x H):	110 x 475 x 515 mm Gewicht:	5 kg Gesamtanschlusswert:	2600 W Lampenart:	Halogenlampe	Steinigke Showtechnic GmbH	 - 	 - 	 - 	 - 	18	18	0	0	0	 - 	 - 	515	475	110	5.000	0
AR63	 - 	Scheinwerfer Led	Clay Paky Glow UP	Lichtstrom	1.200 lm Abstrahlwinkel/Zoom	15°30° Farbtemperatur	5.700K Betriebsspannung/ Versorgungsspannung	100240V, 50/60Hz Leistung des Leuchtmittels	4 x 10W Kreis-/Kanal-Anzahl	9 IP-Klassifizierung	IP65 Steckverbinder eingangsseitig	powerCON, XLR 5pin Steckverbinder ausgangsseitig	XLR 5pin Maße	Ø 226 x 367mm Gewicht (ohne Verpackung)	7,5kg	20	30	40	Clay Paky Glow UP	Lichtstrom	1.200 lm Abstrahlwinkel/Zoom	15°30° Farbtemperatur	5.700K Betriebsspannung/ Versorgungsspannung	100240V, 50/60Hz Leistung des Leuchtmittels	4 x 10W Kreis-/Kanal-Anzahl	9 IP-Klassifizierung	IP65 Steckverbinder eingangsseitig	powerCON, XLR 5pin Steckverbinder ausgangsseitig	XLR 5pin Maße	Ø 226 x 367mm Gewicht (ohne Verpackung)	7,5kg	Clay Paky	 - 	 - 	 - 	 - 	20	20	0	0	0	 - 	 - 	367	226	 - 	7.500	0
AR100	 - 	Scheinwerfer Led	EUROLITE LED SLS-6 TCL Spot B-Ware	EUROLITE LED SLS-6 TCL Spot B	10	12	15	EUROLITE LED SLS-6 TCL Spot B-Ware	EUROLITE LED SLS-6 TCL Spot B-Ware	Steinigke Showtechnic GmbH	45	55	65	 - 	16	16	0	0	4	28	 - 	 - 	 - 	 - 	0.000	0
AR109	 - 	Scheinwerfer Led	Led Par  16x10Watt	Led Par  15x18Watt	10	12	20	Led Par  15x18Watt	Led Par  15x18Watt	NULL	 - 	 - 	 - 	 - 	80	80	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR122	 - 	Scheinwerfer Led	American DJ  Dotz Par 100	American DJ  Dotz Par 100 -  leistungsstarke PAR-Kanne mit kompakten Abmessungen und einer dreifarbigen COB-LED (3-in-1) - COB-Technologie (Chip On Board) sorgt für eine leistungsstarke, ruckelfreie RGB-Farbmischung mit einer großen Farbauswahl - Verwendung als Wash-/PAR-Effekt oder Pixelmatrix für großartige visuelle Effekte - 5 Betriebsmodi: Auto-Run-, Musiksteuerungs-, Farbmakro-, Dimmer und DMX-Steuerungs-Modus - 4 DMX-Kanal-Modi: 3, 4, 5 oder 9 Kanäle	10	12	15	American DJ  Dotz Par 100	American DJ  Dotz Par 100 -  leistungsstarke PAR-Kanne mit kompakten Abmessungen und einer dreifarbigen COB-LED (3-in-1) - COB-Technologie (Chip On Board) sorgt für eine leistungsstarke, ruckelfreie RGB-Farbmischung mit einer großen Farbauswahl	ADJ Supply Europe B.V.	207	235	270	 - 	13	13	0	0	0	168,35	 - 	 - 	 - 	 - 	3.100	0
AR126	 - 	Scheinwerfer Led	American DJ Ultra HEX Bar 6	American DJ Ultra HEX Bar 6 - ultrahelle, 50 cm lange Leuchtenleiste für den Innenbereich mit sechs 10-Watt HEX-LEDs (RGBWA+UV: 6-IN-1) - ruckelfreie RGBAW + UV-Farbmischung - perfekt geeignet als Wand-Wash oder für Bühnen, bei denen herkömmliche Beleuchtungstechnik viel Wärme an die Darsteller abstrahlt - 5 DMX-Kanal-Modi: 6, 7, 8, 12 oder 18 Kanäle	12	15	20,00	American DJ Ultra HEX Bar 6	American DJ Ultra HEX Bar 6 - ultrahelle, 50 cm lange Leuchtenleiste für den Innenbereich mit sechs 10-Watt HEX-LEDs (RGBWA+UV: 6-IN-1) - ruckelfreie RGBAW + UV-Farbmischung - perfekt geeignet als Wand-Wash oder für Bühnen, bei denen herkömmliche Beleuchtungstechnik viel Wärme an die Darsteller abstrahlt - 5 DMX-Kanal-Modi: 6, 7, 8, 12 oder 18 Kanäle	ADJ Supply Europe B.V.	159	179	189	 - 	10	10	0	0	0	122,85	 - 	110	165	585	2.820	0
AR196	 - 	Scheinwerfer Led	ScheinwerferSpot/ Verfolger LED WW-CW	ScheinwerferSpot/ Verfolger LED WW-CW	20	25	35	ScheinwerferSpot/ Verfolger LED WW-CW	ScheinwerferSpot/ Verfolger LED WW-CW	NULL	 - 	 - 	 - 	 - 	2	0	2	0	0	 - 	 - 	 - 	 - 	 - 	12.000	0
AR285	 - 	Scheinwerfer Led	Led Scheinwerfer 64x3 Watt Zoom WW-CW Follow Spot	Led Scheinwerfer 64x3 Watt Zoom WW-CW Follow Spot	 - 	50	 - 	Led Scheinwerfer 64x3 Watt Zoom WW-CW Follow Spot	Led Scheinwerfer 64x3 Watt Zoom WW-CW Follow Spot	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR304	 - 	Scheinwerfer Led	Astera LightSpot AX5 Akku-LED-Scheinwerfer 	Astera LightSpot AX5 Akku-LED-Scheinwerfer Android Tablet 7", Astera Bluetoothsender ART7-U Astera Box Transportkoffer	30	35	45	Astera LightSpot AX5 Akku-LED-Scheinwerfer	Astera LightSpot AX5 Akku-LED-Scheinwerfer	NULL	 - 	 - 	 - 	 - 	16	16	0	0	0	 - 	 - 	120	 - 	59	3.500	0
AR305	 - 	Scheinwerfer Led	Expolite TourLED 50 XCR RGBW IP65	Expolite TourLED 50 XCR RGBW IP65 schwarz (3pol DMX) TV-Zapfen 16mm mit M10 Gewindebolzen Manfrotto Superclamp MA035 fu&#776;r 16mm TV-Zapfen, max. 15kg Transportkiste fu&#776;r 12x Tourled 42	25	30	35	ExpoLite TourLED 	ExpoLite TourLED 42 cm WP MK II, schwarz (3pol DMX) TV-Zapfen 16mm mit M10 Gewindebolzen Manfrotto Superclamp MA035 fu&#776;r 16mm TV-Zapfen, max. 15kg Transportkiste fu&#776;r 12x Tourled 42	NULL	 - 	 - 	 - 	 - 	12	0	12	0	0	 - 	 - 	292	224	205	4.800	0
AR400	 - 	Scheinwerfer Led	Scheinwerfer Led BBP66 Akku 	Scheinwerfer Led BBP66 Akku  6x 6W 4-in-1 RGBW	15	20	25	Scheinwerfer Led BBP66 Akku 	Scheinwerfer Led BBP66 Akku  6x 6W 4-in-1 RGBW	NULL	 - 	 - 	 - 	 - 	10	10	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR403	 - 	Scheinwerfer Led	BBP66 Battery Uplight Par	BBP66 Battery Uplight Par 6x 6W 4-in-1 RGBW LED Bis zu 10 Stunden Betriebszeit (abhängig von der Intensität) Schnelle Wiederaufladezeit von nur 4 Stunden DMX und Stand-alone modus 6 order 11 DMX Kanäle	15	20	25	BBP66 Battery Uplight Par	BBP66 Battery Uplight Par 6x 6W 4-in-1 RGBW LED Bis zu 10 Stunden Betriebszeit (abhängig von der Intensität) Schnelle Wiederaufladezeit von nur 4 Stunden DMX und Stand-alone modus 6 order 11 DMX Kanäle	NULL	 - 	 - 	 - 	 - 	12	12	0	0	0	 - 	 - 	180	140	185	2.900	0
AR404	 - 	Scheinwerfer Led	BAC302 Aluminium LED Par	BAC302 Aluminium LED Par	10	12	15	BAC302 Aluminium LED Par	BAC302 Aluminium LED Par	NULL	 - 	 - 	 - 	 - 	10	10	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR405	 - 	Scheinwerfer Led	 BBP94 Battery Uplight Par 4x 10W	BBP94 Battery Uplight Par 4x 10W 	8	10	15	 BBP94 Battery Uplight Par 4x 10W	BBP94 Battery Uplight Par 4x 10W 	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	130	130	120	2.300	0
AR409	 - 	Scheinwerfer Led	Encore Profile 1000 WW Stufenlinse	Encore Profile 1000 WW Stufenlinse	20	25	35	Encore Profile 1000 WW Stufenlinse	Encore Profile 1000 WW Stufenlinse	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR140	 - 	Stativ - Sonstiges	Keyboardstand  Double	Keyboardstand  Double	10	12.50	15	Keyboardstand  Double	Keyboardstand  Double	NULL	 - 	6.64	 - 	 - 	5	4	1	0	1	 - 	 - 	 - 	 - 	 - 	0.000	0
AR148	 - 	Stativ - Sonstiges	Keyboard X-Ständer double	Keyboard X-Ständer	 - 	2.50	 - 	MILLENIUM KS-1010	Keyboard X-Ständer	NULL	 - 	 - 	 - 	 - 	5	5	0	0	0	 - 	 - 	 - 	 - 	 - 	1.000	0
AR149	 - 	Stativ - Sonstiges	Notenständer/ Notebookst. Massiv	Notenständer/ Notebookst. Massiv	 - 	1,50	 - 	Notenständer/ Notebookst. Massiv	Notenständer/ Notebookst. Massiv	NULL	 - 	20	 - 	 - 	6	6	0	0	0	12	 - 	 - 	 - 	 - 	1.000	0
AR159	 - 	Stativ - Sonstiges	DAP Guitar Stand	    Universell für elektrische und akustische Gitarren geeignet     Automatische Verriegelung     Anpassbare Höhe:: 70 - 105 cm	1,50	2,50	3	DAP Guitar Stand	    Universell für elektrische und akustische Gitarren geeignet     Automatische Verriegelung     Anpassbare Höhe:: 70 - 105 cm	Highlite	33	35	37	 - 	2	2	0	0	0	21,50	 - 	700	100	100	0.900	0
AR385	 - 	Stativ - Sonstiges	Key Stand Einfach	Key Stand Einfach	 - 	2.50	 - 	Key Stand Einfach	Key Stand Einfach	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	3.000	0
AR433	 - 	Stativ - Sonstiges	Guitarstand Autogrip	Guitarstand Autogrip	 - 	5	 - 	Guitarstand Autogrip	Guitarstand Autogrip	NULL	 - 	 - 	 - 	 - 	3	0	3	0	0	 - 	 - 	 - 	 - 	 - 	2.000	0
AR475	 - 	Stativ - Sonstiges	Gravity GS 01 NHB 	Gravity GS 01 NHB  Stabile und haltbare Konstruktion Ergonomische und sichere Handhabung Kompakter Transport Innovativer "Neckhug"	2	2.5	3	Gravity GS 01 NHB 	Gravity GS 01 NHB  Stabile und haltbare Konstruktion Ergonomische und sichere Handhabung Kompakter Transport Innovativer "Neckhug"	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	1.641	0
AR615	 - 	Stativ - Sonstiges	K&M SINGLE X-frame double-braced KeyStand Rick	K&M SINGLE X-frame double-braced KeyStand Rick	 - 	5	 - 	K&M SINGLE X-frame double-braced KeyStand Rick	K&M SINGLE X-frame double-braced KeyStand Rick	NULL	 - 	 - 	 - 	 - 	2	0	2	0	0	 - 	 - 	 - 	 - 	 - 	0.000	2
AR616	 - 	Stativ - Sonstiges	K&M 18950 Keyboardständer/Klapptisch	K&M 18950 Keyboardständer/Klapptisch	 - 	5	 - 	K&M 18950 Keyboardständer/Klapptisch	K&M 18950 Keyboardständer/Klapptisch	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	2	 - 	 - 	 - 	 - 	0.000	0
AR617	 - 	Stativ - Sonstiges	K&M 18952 Keyboard-Aufsatz für 18950 	K&M 18952 Keyboard-Aufsatz für 18950 	 - 	5	 - 	K&M 18952 Keyboard-Aufsatz für 18950 	K&M 18952 Keyboard-Aufsatz für 18950 	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	1.6	 - 	 - 	 - 	 - 	0.000	0
AR618	 - 	Stativ - Sonstiges	Black Woodboard/ for Laptop on Key stand	Black Woodboard/ for Laptop on Key stand	 - 	1.6	 - 	Black Woodboard/ for Laptop on Key stand	Black Woodboard/ for Laptop on Key stand	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	0.8	 - 	 - 	 - 	 - 	0.000	0
AR620	 - 	Stativ - Sonstiges	Hercules GS414B Guitar Stand	Hercules GS414B Guitar Stand	 - 	3.5	 - 	Hercules GS414B Guitar Stand	Hercules GS414B Guitar Stand	NULL	 - 	 - 	 - 	 - 	4	0	4	0	0	1	 - 	 - 	 - 	 - 	0.000	0
